Item Fat Content,Item Identifier,Si No,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility, Sales ,Rating
Low Fat,FDF35,3974,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.154860353, $106.19 ,3.9
Regular,FDX49,3975,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.102038294, $231.93 ,3.9
Regular,FDV37,3976,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.083683243, $198.54 ,3.9
Regular,FDZ02,3977,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.03822479, $99.87 ,3.9
Regular,FDN04,3978,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.014115626, $178.53 ,3.9
Regular,FDH28,3979,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.110254143, $37.35 ,3.9
Regular,FDB41,3980,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.097510482, $48.17 ,3.9
Regular,FDR32,3981,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.085981978, $228.47 ,3.9
Regular,FDW27,3982,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.151159243, $156.63 ,3.9
Regular,FDR34,3983,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.015997687, $229.14 ,3.9
Regular,FDE23,3984,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.053288857, $47.31 ,3.9
Regular,FDM60,3985,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0, $40.71 ,3.9
Regular,FDM36,3986,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.059063036, $172.04 ,3.9
Regular,FDA25,3987,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.068511103, $103.70 ,3.9
Regular,FDQ40,3988,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.03623131, $175.07 ,3.9
Regular,FDN16,3989,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.063054947, $102.40 ,3.9
Regular,FDR28,3990,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.026042966, $161.22 ,3.9
Regular,FDU44,3991,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.058756205, $161.06 ,3.9
Regular,FDD56,3992,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.104365283, $177.11 ,3.9
Regular,FDS32,3993,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.029821648, $139.98 ,3.9
Regular,FDI08,3994,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.066672058, $248.11 ,3.9
Regular,FDJ21,3995,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03874616, $143.81 ,3.9
Regular,FDX57,3996,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047533568, $96.91 ,3.9
Regular,DRC36,3997,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.045239326, $174.11 ,3.9
low fat,FDN24,3998,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.113908117, $53.40 ,3.9
Low Fat,FDJ48,3999,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.056424146, $247.81 ,3.9
Low Fat,FDN48,4000,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064938448, $90.08 ,3.9
Low Fat,FDW48,4001,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008539208, $81.26 ,3.9
Low Fat,FDO37,4002,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021372636, $231.73 ,3.9
Low Fat,FDS14,4003,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049954435, $156.53 ,3.9
Low Fat,FDU14,4004,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034746076, $248.28 ,3.9
Low Fat,FDX28,4005,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.125154452, $99.20 ,3.9
Low Fat,FDD45,4006,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.116226984, $95.94 ,3.9
Low Fat,FDU32,4007,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025962714, $120.94 ,3.9
Low Fat,FDI32,4008,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.174340475, $116.68 ,3.9
Low Fat,NCZ05,4009,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058121214, $104.50 ,3.9
Low Fat,NCN17,4010,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054928641, $101.74 ,3.9
Low Fat,NCJ54,4011,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060055757, $234.26 ,3.9
Low Fat,NCP54,4012,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.035143024, $124.37 ,3.9
Low Fat,NCR54,4013,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0, $198.21 ,3.9
Low Fat,NCE42,4014,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010600287, $234.00 ,3.9
Low Fat,FDK27,4015,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008944844, $122.38 ,3.9
Low Fat,FDM03,4016,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.123007534, $106.09 ,3.9
Low Fat,FDT03,4017,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.009996872, $185.56 ,3.9
Low Fat,NCO02,4018,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073354286, $66.81 ,3.9
Low Fat,DRG37,4019,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.019374768, $155.90 ,3.9
Low Fat,FDD35,4020,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0, $119.24 ,3.9
Low Fat,FDE59,4021,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06227604, $37.95 ,3.9
Low Fat,FDI35,4022,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041283361, $182.46 ,3.9
Regular,FDV11,4023,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.081652352, $177.01 ,3.9
Regular,FDM02,4024,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073721115, $85.62 ,3.9
Regular,FDQ01,4025,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.160671255, $254.70 ,3.9
Regular,FDA52,4026,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128397995, $178.34 ,3.9
Regular,FDE17,4027,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054445198, $151.74 ,3.9
Regular,FDN56,4028,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107036943, $144.28 ,3.9
Regular,FDZ08,4029,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.109971578, $82.76 ,3.9
Regular,FDQ55,4030,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013035609, $114.78 ,3.9
Regular,FDX32,4031,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.099839365, $143.38 ,3.9
Regular,FDZ31,4032,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.113195815, $190.85 ,3.9
Regular,FDY33,4033,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0, $159.33 ,3.9
low fat,FDP57,4034,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.052434201, $104.00 ,3.9
low fat,DRF37,4035,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.084316691, $263.39 ,3.9
Low Fat,FDP38,4036,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.053732324, $49.80 ,3.9
Low Fat,FDB27,4037,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.092711708, $197.78 ,3.9
Low Fat,FDQ04,4038,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.141860161, $41.08 ,3.9
Low Fat,FDD57,4039,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.037492325, $95.51 ,3.9
Low Fat,NCY41,4040,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.126765903, $35.75 ,3.9
Low Fat,NCK06,4041,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.014472516, $122.08 ,3.9
Low Fat,FDR09,4042,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.130095044, $257.30 ,3.9
Low Fat,DRJ01,4043,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.192540665, $160.22 ,3.9
Low Fat,DRE49,4044,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.035568147, $151.80 ,3.9
Regular,FDM51,4045,Meat,2011,OUT010,Tier 3,High,Grocery Store,0, $102.47 ,3.9
Regular,FDX03,4046,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.102262138, $47.17 ,3.9
Regular,FDN39,4047,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.109667698, $166.08 ,3.9
Regular,FDZ21,4048,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.065649353, $94.84 ,3.9
Low Fat,NCV29,4049,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.022824491, $177.07 ,3.9
Low Fat,FDX60,4050,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.080527065, $79.30 ,3.9
Low Fat,FDU13,4051,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0, $145.64 ,3.9
Low Fat,FDZ38,4052,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.00799436, $171.64 ,3.9
Low Fat,FDB17,4053,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.036641589, $180.80 ,3.9
Low Fat,FDI56,4054,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.093307668, $92.71 ,3.9
Low Fat,FDQ44,4055,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.036110222, $120.18 ,3.9
Low Fat,DRG11,4056,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.083768522, $109.86 ,3.9
Low Fat,NCZ05,4057,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.058083831, $103.20 ,3.9
Low Fat,NCK17,4058,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.03786331, $40.95 ,3.9
Low Fat,NCK53,4059,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.037549969, $101.20 ,3.9
Low Fat,NCP02,4060,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.044771473, $58.26 ,3.9
Low Fat,NCN18,4061,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.124610886, $113.15 ,3.9
Low Fat,FDJ45,4062,Seafood,2014,OUT013,Tier 3,High,Supermarket Type1,0.073349552, $34.22 ,3.9
Low Fat,FDD34,4063,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.015863075, $161.82 ,3.9
Low Fat,FDS57,4064,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.103356186, $142.85 ,3.9
Low Fat,DRD24,4065,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.030769458, $141.72 ,3.9
Regular,FDU24,4066,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0, $94.01 ,3.9
Regular,FDU12,4067,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.075688032, $262.96 ,3.9
Regular,FDM25,4068,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.060615254, $174.07 ,3.9
Regular,FDY49,4069,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.012002075, $165.32 ,3.9
Regular,FDL02,4070,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.10399676, $107.46 ,3.9
Regular,FDE51,4071,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.096387053, $45.61 ,3.9
Regular,FDA04,4072,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.066674465, $259.20 ,3.9
Regular,FDE04,4073,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.018008071, $180.47 ,3.9
Regular,FDL32,4074,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0, $112.45 ,3.9
Regular,FDQ15,4075,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.150947728, $81.03 ,3.9
low fat,FDV25,4076,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.045614252, $221.55 ,3.9
Regular,FDQ48,4077,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.034382602, $96.57 ,3.9
Regular,FDO31,4078,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.028958563, $78.40 ,3.9
Low Fat,FDT48,4079,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046142232, $199.11 ,3.9
Low Fat,FDF12,4080,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08276363, $146.51 ,3.9
Low Fat,FDG52,4081,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065898197, $46.14 ,3.9
Low Fat,FDI56,4082,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.093765794, $90.31 ,3.9
Low Fat,FDD45,4083,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.116722514, $95.44 ,3.9
Low Fat,DRG23,4084,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $154.07 ,3.9
Low Fat,DRI47,4085,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021005399, $144.51 ,3.9
Low Fat,NCW54,4086,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096806008, $56.26 ,3.9
Low Fat,NCE18,4087,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021512619, $247.78 ,3.9
Low Fat,NCK54,4088,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $118.52 ,3.9
Low Fat,FDP27,4089,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119937231, $189.15 ,3.9
Low Fat,FDQ58,4090,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015364173, $154.33 ,3.9
Low Fat,DRK13,4091,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115636723, $199.71 ,3.9
Low Fat,DRM37,4092,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096790497, $197.28 ,3.9
Low Fat,FDC11,4093,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.142370445, $90.62 ,3.9
Regular,FDY12,4094,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.14118383, $50.50 ,3.9
Regular,FDU12,4095,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076059648, $265.16 ,3.9
Regular,FDE40,4096,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $62.42 ,3.9
Regular,FDB29,4097,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052625179, $113.42 ,3.9
Regular,FDB41,4098,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.097709541, $48.67 ,3.9
Regular,FDR56,4099,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.101176316, $198.98 ,3.9
Regular,FDJ58,4100,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.105725004, $169.98 ,3.9
Regular,DRD01,4101,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061424738, $56.76 ,3.9
Regular,FDA55,4102,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057221177, $225.41 ,3.9
Low Fat,FDS48,4103,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.027644732, $149.47 ,3.9
Low Fat,FDG02,4104,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.011206632, $191.42 ,3.9
Low Fat,DRG03,4105,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.061686402, $154.00 ,3.9
Low Fat,DRK39,4106,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.049623924, $83.23 ,3.9
Low Fat,FDD39,4107,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06981517, $214.39 ,3.9
Low Fat,FDB17,4108,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.036494521, $179.10 ,3.9
Low Fat,FDY07,4109,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $45.94 ,3.9
Low Fat,NCC19,4110,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.096411426, $192.98 ,3.9
Low Fat,NCE07,4111,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013066448, $140.92 ,3.9
Low Fat,NCF19,4112,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.034938717, $49.00 ,3.9
Low Fat,NCG18,4113,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02286663, $102.83 ,3.9
Low Fat,NCJ18,4114,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.163148041, $116.61 ,3.9
Low Fat,NCQ18,4115,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.134418705, $99.67 ,3.9
Low Fat,FDV15,4116,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.145464606, $105.76 ,3.9
Low Fat,FDN45,4117,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.117530851, $222.71 ,3.9
Low Fat,DRE49,4118,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $153.80 ,3.9
Regular,FDB36,4119,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.048292189, $133.16 ,3.9
Regular,FDY47,4120,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.054220618, $129.13 ,3.9
Regular,FDF28,4121,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037681359, $125.10 ,3.9
Regular,FDF29,4122,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.019837655, $128.13 ,3.9
Regular,FDX07,4123,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022807826, $183.50 ,3.9
Regular,FDY56,4124,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.062109174, $223.71 ,3.9
Regular,FDW51,4125,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.094201477, $213.36 ,3.9
Regular,FDG21,4126,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.145591438, $148.71 ,3.9
Regular,FDJ34,4127,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.093202196, $125.57 ,3.9
Regular,DRA24,4128,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039734882, $165.79 ,3.9
low fat,NCY41,4129,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.075368868, $35.25 ,3.9
Regular,FDS46,4130,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047257328, $119.68 ,3.8
Low Fat,NCF19,4131,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.035307322, $47.50 ,3.8
Low Fat,NCK19,4132,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.151420934, $194.35 ,3.8
Regular,FDS15,4133,Meat,2020,OUT017,Tier 2,Small,Supermarket Type1,0.078502143, $108.76 ,3.8
Regular,FDY34,4134,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011026594, $166.48 ,3.8
Regular,FDU45,4135,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035334201, $115.35 ,3.8
Low Fat,FDR02,4136,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.022047313, $110.29 ,3.8
Low Fat,FDS48,4137,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027779254, $150.17 ,3.8
Regular,FDY56,4138,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062508438, $227.11 ,3.8
Low Fat,FDW23,4139,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.143592939, $37.32 ,3.8
Low Fat,FDE24,4140,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09344495, $141.08 ,3.8
Regular,FDQ45,4141,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.010907967, $182.36 ,3.8
Low Fat,NCP42,4142,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.016201845, $195.25 ,3.8
Low Fat,FDK43,4143,Meat,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0268952, $128.40 ,3.8
Low Fat,FDA44,4144,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.089083914, $54.59 ,3.8
Low Fat,NCG43,4145,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074541867, $94.15 ,3.8
Regular,FDS45,4146,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.029471408, $105.46 ,3.8
Low Fat,FDS03,4147,Meat,2011,OUT010,Tier 3,Medium,Grocery Store,0.133281968, $63.28 ,3.8
Low Fat,FDQ23,4148,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024521191, $100.63 ,3.8
Low Fat,FDO13,4149,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.06100886, $166.05 ,3.8
Low Fat,DRD49,4150,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.167799329, $239.46 ,3.8
Low Fat,NCK17,4151,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037711338, $41.55 ,3.8
Low Fat,FDT08,4152,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04929502, $150.51 ,3.8
low fat,FDL46,4153,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.054362695, $117.95 ,3.8
Low Fat,NCQ05,4154,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.03616416, $150.17 ,3.8
Regular,FDW46,4155,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070588037, $65.95 ,3.8
Regular,FDR19,4156,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.159587755, $145.31 ,3.8
Low Fat,FDE45,4157,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.040357315, $177.80 ,3.8
Low Fat,NCO17,4158,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0, $120.64 ,3.8
Low Fat,FDM21,4159,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.064464147, $255.76 ,3.8
Low Fat,FDV24,4160,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0, $148.71 ,3.8
Low Fat,FDG60,4161,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.060794097, $233.66 ,3.8
Low Fat,FDO13,4162,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061154604, $165.35 ,3.8
Low Fat,FDO50,4163,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078290271, $93.18 ,3.8
Low Fat,FDS26,4164,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.089608321, $262.16 ,3.8
Low Fat,DRH39,4165,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.092834313, $77.67 ,3.8
Low Fat,FDF09,4166,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012167793, $37.48 ,3.8
Low Fat,FDE57,4167,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.036341539, $142.92 ,3.8
Low Fat,FDW08,4168,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.148612263, $104.53 ,3.8
Low Fat,NCV41,4169,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017065268, $109.52 ,3.8
Low Fat,FDD22,4170,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.099804623, $113.75 ,3.8
Low Fat,DRJ25,4171,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.150801606, $48.77 ,3.8
Regular,FDB12,4172,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105471384, $105.86 ,3.8
Regular,FDF24,4173,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025409912, $83.29 ,3.8
Regular,FDS46,4174,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047330801, $120.88 ,3.8
low fat,NCJ30,4175,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.080765853, $169.18 ,3.8
Regular,FDR15,4176,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033489979, $156.63 ,3.8
Low Fat,FDA10,4177,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.248301532, $124.11 ,3.8
Low Fat,FDY21,4178,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.30374337, $196.01 ,3.8
Low Fat,DRG37,4179,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.033929133, $154.40 ,3.8
Low Fat,FDT60,4180,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.132275338, $123.84 ,3.8
Low Fat,FDW48,4181,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0, $81.86 ,3.8
Low Fat,FDG02,4182,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.019716846, $191.92 ,3.8
Low Fat,FDG32,4183,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.308145448, $222.08 ,3.8
Low Fat,DRI11,4184,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.060237465, $115.98 ,3.8
Low Fat,NCN29,4185,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.021214364, $48.20 ,3.8
Low Fat,NCB31,4186,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.207783483, $262.29 ,3.8
Low Fat,NCN43,4187,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.011835436, $121.37 ,3.8
Regular,FDG12,4188,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0, $121.31 ,3.8
Regular,FDV60,4189,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.205484395, $198.01 ,3.8
Regular,FDZ32,4190,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.066765523, $107.20 ,3.8
Low Fat,NCF55,4191,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021666335, $33.39 ,3.8
Low Fat,FDA11,4192,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.043238822, $92.54 ,3.8
Low Fat,FDO12,4193,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054930533, $194.45 ,3.8
Low Fat,FDE38,4194,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044607161, $164.28 ,3.8
